scene_name,uv_to_cam_00,uv_to_cam_01,uv_to_cam_02,uv_to_cam_10,uv_to_cam_11,uv_to_cam_12,uv_to_cam_20,uv_to_cam_21,uv_to_cam_22
ai_001_001,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_001_002,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_001_003,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_001_004,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_001_005,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_001_006,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_001_007,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_001_008,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_001_009,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_001_010,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_002_001,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_002_002,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_002_003,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_002_004,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_002_005,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_002_006,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_002_007,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_002_008,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_002_009,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_002_010,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_003_001,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_003_002,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_003_003,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_003_004,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_003_005,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_003_006,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_003_007,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_003_008,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_003_009,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_003_010,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_004_001,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_004_002,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_004_003,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_004_004,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_004_005,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_004_006,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_004_007,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_004_008,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_004_009,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_004_010,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_005_001,0.577350288506287,0,0,0,0.433012716379715,0,0,0,-1.00000000038321
ai_005_003,0.577350288596863,0,0,0,0.433012716447647,0,0,0,-1.00000000006945
ai_005_004,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_005_005,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_005_006,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_005_007,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_005_008,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_005_009,0.577350288581779,0,0,0,0.433012716436334,0,0,0,-1.0000000001217
ai_005_010,0.577350288628784,0,0,0,0.433012716471588,0,0,0,-0.999999999958869
ai_006_001,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_006_002,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_006_003,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_006_004,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_006_006,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_006_007,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_006_008,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_006_009,0.577350288575659,0,0,0,0.433012716431745,0,0,0,-1.0000000001429
ai_006_010,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_007_001,0.577350288475008,0,0,0,0.433012716356256,0,0,-4.83929382946525E-09,-1.00000000049157
ai_007_002,0.577350288475008,0,0,0,0.433012716356256,0,0,0,-1.00000000049157
ai_007_004,0.577350288538638,0,0,0,0.433012716403978,0,0,0,-1.00000000027114
ai_007_005,0.592554476842785,0,0,0,0.433107778674518,0,0,0.0996147909022055,-1.02633442602635
ai_007_006,0.581502234087563,0,0,0,0.433020074952851,0,0,0.0519624078328918,-1.00719138067308
ai_007_007,0.577610076674159,0,0,0,0.433012745601628,0,0,0.0129903820776912,-1.00044996650611
ai_007_008,0.579196824945122,0,0,0,0.433014183350233,0,0,0.0346411338937289,-1.00319829576339
ai_007_009,0.579686981359475,0,0,0,0.433015061834919,0,0,0.0389713571137252,-1.00404726995397
ai_007_010,0.577350288637375,0,0,0,0.433012716478031,0,0,0,-0.99999999992911
ai_008_001,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_008_002,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_008_003,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_008_004,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_008_005,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_008_006,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_008_007,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_008_008,0.584724673575269,0,0,0,0.43303567612094,0,0,0.0692857066306941,-1.01277280940457
ai_008_009,0.579196824587763,0,0,0,0.433014183595977,0,0,0.0346411274609743,-1.00319829343792
ai_008_010,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_009_001,0.577350288610535,0,0,0,0.433012716457901,0,0,0,-1.00000000002209
ai_009_002,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_009_003,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_009_004,0.577350288677493,0,0,0,0.43301271650812,0,0,0,-0.999999999790135
ai_009_005,0.577350288677493,0,0,0,0.43301271650812,0,0,0,-0.999999999790135
ai_009_006,0.577350288634951,0,0,0,0.433012716476213,0,0,0,-0.999999999937507
ai_009_007,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_009_008,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583027
ai_009_009,0.577350290795577,0,0,0,0.433012716419266,0,0,-3.81141174051926E-05,-1.00000000407436
ai_010_001,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_010_002,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_010_003,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_010_004,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_010_005,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_010_006,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_010_007,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_010_008,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_010_009,0.578389207614497,0,0,0,0.433013182239145,0,0,0.0259807903536328,-1.00179945987582
ai_011_001,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_011_003,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_011_004,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_011_005,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_011_006,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_011_007,0.57735028859013,0,0,0,0.433012716442598,0,0,0,-1.00000000009277
ai_011_008,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_011_009,0.57735028873728,0,0,0,0.43301271655296,0,0,0,-0.999999999583028
ai_011_010,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_012_001,0.577350288815444,0,0,0,0.433012716611583,0,0,0,-0.99999999931226
ai_012_002,0.578906349114118,0,0,0,0.43301375932874,0,0,0.031798582037574,-1.00269517556607
ai_012_003,0.578190957031597,0,0,0,0.433013021551238,0,0,0.023370140953658,-1.00145608065379
ai_012_004,0.579926282548831,0,0,0,0.433015564476371,0,0,0.0409197182431024,-1.00446175159169
ai_012_005,0.581450050242429,0,0,0,0.433019892575878,0,0,0.0516344183173311,-1.00710099456548
ai_012_006,0.582833380159199,0,0,0,0.433025491578865,0,0,0.0597262084098613,-1.0094969924171
ai_012_007,0.579927826195493,0,0,0,0.433015567725805,0,0,0.0409319878548951,-1.00446442630283
ai_012_008,0.578309489456334,0,0,0,0.433013113633575,0,0,0.024963830208559,-1.00166138390614
ai_012_009,0.577782662626359,0,0,0,0.433012797382488,0,0,0.0167591839231518,-1.00074889310111
ai_012_010,0.57913740358979,0,0,0,0.433014091044653,0,0,0.034078898748787,-1.00309537279303
ai_013_001,0.579747940027252,0,0,0,0.43301518525202,0,0,-0.0394767773120521,-1.00415285365186
ai_013_002,0.58468270534018,0,0,0,0.433035418690611,0,0,-0.0690878118169041,-1.01270011883859
ai_013_003,0.578590743446547,0,0,0,0.433013379960446,0,0,-0.0283899630392826,-1.00214853029364
ai_013_004,0.577350288560245,0,0,0,0.433012716420184,0,0,0,-1.0000000001963
ai_013_005,0.577350288604643,0,0,0,0.433012716453482,0,0,0,-1.0000000000425
ai_013_006,0.578199063788463,0,0,0,0.433013027599845,0,0,0.0234825775226943,-1.00147012097012
ai_013_007,0.57735028854767,0,0,0,0.433012716410752,0,0,0,-1.00000000023986
ai_013_008,0.578342606173019,0,0,0,0.43301314137729,0,0,-0.0253912403056276,-1.00171874443044
ai_013_009,0.57739307011126,0,0,0,0.4330127171184,0,0,-0.0052714190001803,-1.00007410066636
ai_013_010,0.578258920614097,0,0,0,0.433013072704179,0,0,0.0242967015567358,-1.00157379767999
ai_014_001,0.584464381618108,0,0,0,0.433034103034893,0,0,0.0680491413255876,-1.0123219690689
ai_014_002,0.581445408777027,0,0,0,0.433019876509586,0,0,0.0516051446399218,-1.00709295490282
ai_014_003,0.578054938203178,0,0,0,0.433012930900808,0,0,0.0213957224007448,-1.00122048913785
ai_014_004,0.577351146847877,0,0,0,0.433012716553279,0,0,-0.000746565026455765,-1.00000148587413
ai_014_005,0.580330396089095,0,0,0,0.433016522766777,0,0,0.0440151776378319,-1.00516169710645
ai_014_006,0.577350288730506,0,0,0,0.433012716547879,0,0,0,-0.999999999606493
ai_014_008,0.577361844865915,0,0,0,0.433012716547003,0,0,0.00273970915551417,-1.00002001582618
ai_014_009,0.577738386581148,0,0,0,0.433012781615754,0,0,0.0158778251082582,-1.00067220522935
ai_014_010,0.577350288538638,0,0,0,0.433012716403978,0,0,0,-1.00000000027114
ai_015_001,0.577762877906595,0,0,0,0.433012790218186,0,0,0.0163712092970563,-1.000714624556
ai_015_002,0.577356806007901,0,0,0,0.433012716629977,0,0,0.002057437429731,-1.00001128742033
ai_015_003,0.577360290285914,0,0,0,0.4330127166549,0,0,0.00254875746204522,-1.00001732236666
ai_015_004,0.578963534407901,0,0,0,0.433013837001255,0,0,0.0323778850201064,-1.00279422453066
ai_015_005,0.577551108470912,0,0,0,0.433012733776617,0,0,-0.0114212090554914,-1.00034783112587
ai_015_006,0.580916732482239,0,0,0,0.433018157020912,0,0,0.0481551280654347,-1.00617726073125
ai_015_007,0.577378004682025,0,0,0,0.433012716864579,0,0,-0.00424289960009815,-1.00004800515125
ai_015_008,0.577417137384598,0,0,0,0.433012718469828,0,0,0.00658941007757812,-1.00011578495542
ai_015_009,0.577661948110895,0,0,0,0.433012758339798,0,0,0.014228392602534,-1.00053981100753
ai_015_010,0.577350299935638,0,0,0,0.433012716326003,0,0,8.64297253442262E-05,-1.00000002055155
ai_016_001,0.577429475505942,0,0,0,0.43301271916797,0,0,0.00717179051815486,-1.00013715577423
ai_016_002,0.577350288815444,0,0,0,0.433012716611583,0,0,0,-0.99999999931226
ai_016_003,0.581759409381637,0,0,0,0.433021007679447,0,0,0.0535496289489116,-1.00763681988475
ai_016_004,0.57735074717432,0,0,0,0.433012716456205,0,0,0.000545754076810022,-1.00000079429021
ai_016_005,0.577977069615662,0,0,0,0.433012886123527,0,0,-0.0201787081925794,-1.00108561706293
ai_016_006,0.581912748600012,0,0,0,0.433021589738184,0,0,0.0544741154005933,-1.00790241119256
ai_016_007,0.583572292283202,0,0,0,0.433029125458538,0,0,-0.0636307742762173,-1.01077682506954
ai_016_008,0.577407178780297,0,0,0,0.433012717954134,0,0,-0.00607879718141869,-1.0000985360246
ai_016_009,0.577350288815444,0,0,0,0.433012716611583,0,0,0,-0.99999999931226
ai_016_010,0.577487555044686,0,0,0,0.433012724766597,0,0,-0.00944248751230209,-1.00023775138722
ai_017_001,0.577455053731136,0,0,0,0.433012721362516,0,0,0.00824917392952043,-1.0001814574628
ai_017_002,0.581653172369777,0,0,0,0.433020615780212,0,0,0.0528997030353476,-1.00745281227878
ai_017_003,0.577350288419052,0,0,0,0.433012716314289,0,0,0,-1.0000000006854
ai_017_004,0.598092677106998,0,0,0,0.433186436799865,0,0,-0.116465077717348,-1.03592686845759
ai_017_005,0.57743822949207,0,0,0,0.433012719959332,0,0,0.00755781700118414,-1.00015231702695
ai_017_006,0.577350288815715,0,0,0,0.433012716611583,0,0,4.1978337174829E-07,-0.999999999312729
ai_017_007,0.577645515442973,0,0,0,0.43301275411218,0,0,-0.0138481723102633,-1.00051134821138
ai_017_008,0.587318801730984,0,0,0,0.433054303733368,0,0,-0.0805891951848223,-1.0172659715718
ai_017_009,0.623411518783029,0,0,0,0.433803068402329,0,0,-0.17443044123623,-1.0797803892448
ai_017_010,0.578499312548739,0,0,0,0.433013285745843,0,0,0.0273232975861376,-1.0019901687109
ai_018_001,0.577607180207415,0,0,0,0.433012745177484,0,0,0.0129177490932736,-1.00044494813365
ai_018_002,0.577372273570348,0,0,0,0.433012716762847,0,0,0.00377884354549887,-1.00003807842538
ai_018_003,0.577476947693403,0,0,0,0.433012723403672,0,0,0.00907030865020748,-1.00021937996621
ai_018_004,0.578356574983013,0,0,0,0.433013153403673,0,0,0.0255693836761488,-1.00174293911826
ai_018_005,0.579137406291052,0,0,0,0.433014091045596,0,0,0.0340789245585123,-1.00309537749392
ai_018_006,0.579927853669378,0,0,0,0.433015567987885,0,0,-0.0409322040362339,-1.00446447249248
ai_018_007,0.577350288604643,0,0,0,0.433012716453482,0,0,0,-1.0000000000425
ai_018_008,0.579137410141124,0,0,0,0.43301409089611,0,0,0.0340789632612241,-1.00309538523902
ai_018_009,0.577350288604643,0,0,0,0.433012716453482,0,0,0,-1.0000000000425
ai_018_010,0.577857317290199,0,0,0,0.433012827539199,0,0,0.0181486419887346,-1.00087819971452
ai_019_001,0.580824295265489,0,0,0,0.433017880297812,0,0,-0.0475263106171862,-1.00601715478088
ai_019_002,0.579010730791594,0,0,0,0.433013903577884,0,0,-0.0328483126262062,-1.00287596940835
ai_019_003,0.578751312255455,0,0,0,0.433013562242938,0,0,0.030172226007119,-1.00242664445061
ai_019_004,0.577548224070651,0,0,0,0.433012733433077,0,0,-0.0113388797438177,-1.00034283413141
ai_019_006,0.603027383479854,0,0,0,0.433274676456888,0,0,-0.129698473125626,-1.0444740308496
ai_019_007,0.581632591842093,0,0,0,0.452148246230928,0,0.164145788120819,-0.0317748128845258,-1.03348795016982
ai_019_008,0.585185376775358,0,0,0,0.433038594121867,0,0,-0.0714223978965855,-1.01357076969929
ai_019_009,0.577697169783056,0,0,0,0.433012768405923,0,0,0.0150109504554247,-1.00060081645673
ai_021_001,0.578546005821263,0,0,0,0.433877175006452,0,-0.0347127595733851,-0.0265679093258693,-1.00327208862434
ai_021_002,0.592110033427996,0,-0.0355266012115983,0,0.442945475026837,0.354356499708758,0,0.0317583882884909,-1.025564626349
ai_021_003,0.579591216520041,0,0,0,0.433613188330128,0,0.0289795612578311,-0.0375547813532001,-1.00471727248892
ai_021_007,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_021_008,0.580073697991411,0,0,0,0.433028641668593,0,-0.00423580656866662,-0.0420639857411578,-1.0047349396862
ai_021_009,0.577966718829852,0,0,0,0.433012880799904,0,0,0.0200113618608241,-1.0010676873795
ai_021_010,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_022_001,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_022_002,0.580614401867337,0,0,0,0.433017278225516,0,0,-0.0460667593231206,-1.0056536104669
ai_022_003,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_022_004,0.579517343404773,0,0,0,0.433014734751486,0,0,-0.0375291499803307,-1.00375344907404
ai_022_005,0.577646791806206,0,0,0,0.433012754650155,0,0,0.0138780711028649,-1.00051355747238
ai_022_006,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_022_007,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_022_008,0.57735028861691,0,0,0,0.433012716462683,0,0,0,-1
ai_022_009,0.577398138682423,0,0,0,0.433012717412285,0,0,0.00557494357034912,-1.00008287903054
ai_022_010,0.579190316291265,0,0,0,0.433014173227616,0,0,0.0345799932351148,-1.00318702127671
ai_023_001,0.577465754960167,0,0,0,0.433012722338051,0,0,-0.00866025425318925,-1.00019999284204
ai_023_002,0.578171408995349,0,-0.0462537030703515,0,0.433628556746512,0.0462537116857769,0,0,-1.00142222163789
ai_023_003,0.578764219533377,0,0,0,0.433013577783194,0,0,-0.0303109505738717,-1.00244900105257
ai_023_004,0.577379155707229,0,0,0,0.433012716686794,0,0,-0.00433012707008205,-1.00005000021241
ai_023_005,0.577350288560767,0,0,0,0.433012716420575,0,0,0,-1.00000000019449
ai_023_006,0.577350288538638,0,0,0,0.433012716403979,0,0,0,-1.00000000027114
ai_023_007,0.577350288538638,0,0,0,0.433012716403978,0,0,0,-1.00000000027114
ai_023_008,0.57807182613165,0,0,0,0.433012941275188,0,0,-0.0216506473863792,-1.00124974000027
ai_023_009,0.579686981085831,0,0,0,0.433015061630512,0,0,-0.0389713570953286,-1.00404727089242
ai_023_010,0.577350288434671,0,0,0,0.433012716326003,0,0,0,-1.0000000006313
ai_024_001,0.650142592935492,0,0,0,0.434834814234669,0,0,-0.220633671162741,-1.12607996504301
ai_024_002,0.618230888871992,0,0,0,0.433645374904235,0,0,-0.164147781889089,-1.0708072732234
ai_024_003,0.60404355427497,0,0,0,0.433294890859899,0,0,-0.132265391359943,-1.0462340917203
ai_024_004,0.731482488729234,0,0,0,0.439583986960503,0,0,-0.328239087440862,-1.26696479218489
ai_024_005,0.606325050952651,0,0,0,0.433342751173938,0,0,-0.137862151893352,-1.05018575863281
ai_024_006,0.593233059415605,0,0,0,0.433116219797563,0,0,-0.10182540431564,-1.02750976488533
ai_024_007,0.577408855093978,0,0,0,0.433012718093183,0,0,0.00616770308392993,-1.00010143910206
ai_024_008,0.598192912253309,0,0,0,0.433188062136819,0,0,-0.116748256835278,-1.03610048084181
ai_024_009,0.578649726737841,0,0,0,0.433013444492802,0,0,-0.0290573425527686,-1.00225069173708
ai_024_010,0.577350288815444,0,0,0,0.433012716611583,0,0,0,-0.99999999931226
ai_024_011,0.595830082363263,0,0,0,0.433151635100794,0,0,-0.109885155842718,-1.03200794158229
ai_024_012,0.641826720027497,0,0,0,0.434477555091179,0,0,-0.207235058692894,-1.11167645018924
ai_024_013,0.579200315497076,0,0,0,0.433014189197,0,0,-0.0346738739112857,-1.00320433940908
ai_024_014,0.583833346829745,0,0,0,0.433030515143885,0,0,0.0649545798526457,-1.01122898679279
ai_024_015,0.577350288700206,0,0,0,0.433012716525154,0,0,0,-0.999999999711458
ai_024_016,0.59243036085916,0,0,0,0.4300255787069,-0.0458693940368085,0,-0.111806646362751,-1.02611944937326
ai_024_017,0.577350288833678,0,0,0,0.433012716625259,0,0,0,-0.999999999249094
ai_024_018,0.577481190854516,0,0,0,0.43301272388409,0,0,0.00922099299302966,-1.00022672928459
ai_024_019,0.577350288434671,0,0,0,0.433012716326003,0,0,0,-1.0000000006313
ai_026_001,0.597017776918582,0,0,0,0.433169451120774,0,0,-0.113385310849468,-1.03406508678275
ai_026_002,0.577581228356369,0,0,0,0.433185921267277,-0.0346548729267853,0,-1.29099457099254E-08,-1.0003999992633
ai_026_003,0.579137400207857,0,0,0,0.433014091039467,0,0,-0.034078866486315,-1.00309536693535
ai_026_004,0.5845975215852,0,0,0,0.433034900977458,0,0,-0.0686844017768534,-1.01255257424842
ai_026_005,0.579558466482501,0,0,0,0.433014811961752,0,0,-0.0378837915469771,-1.0038246750911
ai_026_006,0.790322536987877,0,0,0,0.443937739255029,0,0,-0.392762328807188,-1.36887874095613
ai_026_007,0.577375948649888,0,-0.0115475187148906,0,0.433031961487416,0,0,0,-1.00004444437767
ai_026_008,0.641826854549943,0,0,0,0.434477560620624,0,0,-0.207235281453788,-1.11167668318895
ai_026_009,0.60515877037677,0,0,0,0.433317860633401,0,0,0.135028779981529,-1.04816570209501
ai_026_011,0.57899252929014,0,0,0,0.434244396967605,0.0926388026157838,0,0,-1.00284444513821
ai_026_012,0.592568736743029,0,0,0,0.43310795276399,0,0,-0.0996617372441744,-1.02635912344493
ai_026_013,0.626047548116155,0,0,0,0.433888984370028,0,0,-0.179454970047811,-1.08434612461678
ai_026_014,0.577350288434671,0,0,0,0.433012716326003,0,0,0,-1.0000000006313
ai_026_015,0.579406363032048,0,0,0,0.43301453406783,0,0,0.0365549366318615,-1.00356122505815
ai_026_016,0.581502233981603,0,0,0,0.433020074873948,0,0,-0.0519624078234234,-1.00719138103367
ai_026_017,0.577350288434671,0,0,0,0.433012716326003,0,0,0,-1.0000000006313
ai_026_018,0.577350288473422,0,0,0,0.433012716355067,0,0,0,-1.00000000049706
ai_026_019,0.57735028865012,0,0,0,0.43301271648759,0,0,0,-0.99999999988496
ai_026_020,0.5773502886219,0,0,0,0.433012716466425,0,0,0,-0.999999999982716
ai_027_001,0.578982271436897,0,0,0,0.433013863110468,0,0,-0.0325654585128632,-1.0028266780158
ai_027_003,0.577610076570068,0,0,0,0.433012745523595,0,0,0.0129903820753502,-1.00044996686629
ai_027_004,0.577546838310734,0,0,0,0.433449110897406,0,0.0246018097486431,-0.00948778018911755,-1.00094511171321
ai_027_005,0.582621096961837,0,0,0,0.433024529974013,0,0,-0.0585566961786224,-1.00912930795361
ai_027_006,0.583891862222147,0,0,0,0.433030834284665,0,0,-0.0652476560224785,-1.01133033842214
ai_027_007,0.57746575463839,0,0,0,0.433012722096767,0,0,-0.00866025424836357,-1.00019999395615
ai_027_008,0.577350288434672,0,0,0,0.433012716326003,0,0,-2.13948589479444E-08,-1.0000000006313
